ID,V_fMag,V_fPhase,I_fMag,I_fPhase,Power_fW,Power_fVar,Power_fVa,Power_fPf,Power_fQ,Freq,Year,Seconds_of_Year,
206,24.4789,0.0,-0.85621,0.0,-0.004417,0.208943,0.209083,0.178741,-0.063084,59.8969,2018,0,
207,24.4818,0.0,-0.776399,0.0,-0.004374,-0.046645,0.256413,-0.042583,-0.107308,60.0908,2018,0,
208,24.4862,0.0,-0.364633,0.0,-0.00415,0.265583,0.285734,0.227927,-0.016555,59.9562,2018,0,
209,24.4898,0.0,-0.673177,0.0,-0.004214,0.215487,0.226513,0.18451,-0.022027,59.4135,2018,0,
210,24.4937,0.0,-0.773875,0.0,-0.004022,0.058257,0.269399,0.048441,-0.014172,60.0651,2018,0,
211,24.4978,0.0,-0.130439,0.0,-0.004616,0.036527,0.27748,0.029325,-0.020135,59.9717,2018,0,
212,24.5013,0.0,-1.03713,0.0,-0.004279,0.207914,0.217847,0.177919,-0.015219,60.0019,2018,0,
213,24.5052,0.0,-1.10519,0.0,-0.004127,0.267112,0.276722,0.229262,-0.014039,60.9867,2018,0,
214,24.5085,0.0,-1.59286,0.0,-0.004186,0.059061,0.193161,0.049056,-0.034775,60.3039,2018,0,
215,24.5126,0.0,-0.36893,0.0,-0.004073,-0.047862,0.282362,-0.043486,-0.020293,59.8439,2018,0,
216,24.5167,0.0,-1.27419,0.0,-0.004079,0.113502,0.217459,0.096256,-0.027744,59.4435,2018,0,
217,24.5204,0.0,-0.240655,0.0,-0.003999,0.211404,0.211448,0.181082,-0.022941,58.8748,2018,0,
218,24.5242,0.0,-0.363127,0.0,-0.004122,0.039628,0.202967,0.032257,-0.061969,60.0988,2018,0,
219,24.5278,0.0,-0.910013,0.0,-0.004004,0.125912,0.279922,0.107041,-0.012681,58.9776,2018,0,
220,24.5319,0.0,-0.540635,0.0,-0.004385,0.039501,0.136343,0.032016,-0.031283,59.9273,2018,0,
221,24.5353,0.0,0.743819,0.0,-0.003715,0.087129,0.314585,0.073598,-0.008494,59.6898,2018,0,
222,24.539,0.0,0.229711,0.0,-0.004258,0.201674,0.218979,0.172525,-0.018358,60.7277,2018,0,
223,24.5427,0.0,-0.529649,0.0,-0.003993,0.08785,0.308349,0.074084,-0.01081,59.8423,2018,0,
224,24.5467,0.0,0.553019,0.0,-0.00463,-0.093789,0.234469,-0.083539,-0.015074,59.289,2018,0,
225,24.5505,0.0,-0.998012,0.0,-0.004386,0.148846,0.15923,0.126711,-0.040165,60.0776,2018,0,
226,24.5538,0.0,0.472885,0.0,-0.004044,0.029296,0.264118,0.023349,-0.028985,60.0867,2018,0,
227,24.558,0.0,-0.161121,0.0,-0.004081,0.062698,0.155992,0.052257,-0.089261,60.2047,2018,0,
228,24.5617,0.0,-0.146065,0.0,-0.004491,0.137795,0.140868,0.117088,-0.036787,60.197,2018,0,
229,24.5652,0.0,-0.491123,0.0,-0.003934,0.119756,0.155944,0.101745,-0.042618,59.9795,2018,0,
230,24.5697,0.0,-0.852529,0.0,-0.004372,0.206019,0.220259,0.176232,-0.074224,60.1759,2018,0,
231,24.5732,0.0,-0.671452,0.0,-0.004537,0.193365,0.194299,0.16519,-0.053143,60.6004,2018,0,
232,24.5767,0.0,0.116974,0.0,-0.004037,0.060348,0.307186,0.050245,-0.011593,60.6757,2018,0,
233,24.5801,0.0,-1.55475,0.0,-0.003598,-0.144564,0.237109,-0.126995,-0.015332,59.481,2018,0,
234,24.5845,0.0,0.360038,0.0,-0.004001,0.215036,0.21693,0.184226,-0.033587,60.1706,2018,0,
235,24.5879,0.0,-0.467738,0.0,-0.003696,0.170156,0.175819,0.145511,-0.055186,59.3136,2018,0,
236,24.5919,0.0,-1.21649,0.0,-0.00359,0.208258,0.224543,0.178562,-0.013115,58.6644,2018,0,
237,24.5963,0.0,0.417127,0.0,-0.00417,0.12688,0.259847,0.107796,-0.017365,59.6644,2018,0,
238,24.5997,0.0,-0.660143,0.0,-0.004517,0.235396,0.235447,0.201601,-0.016001,59.9903,2018,0,
239,24.6039,0.0,-0.18158,0.0,-0.004249,0.129054,0.178242,0.109639,-0.056104,59.5708,2018,0,
240,24.6075,0.0,0.139824,0.0,-0.003901,0.100256,0.178049,0.084874,-0.019042,59.0736,2018,0,
241,24.6117,0.0,-0.531675,0.0,-0.004433,-0.009941,0.211524,-0.010825,-0.025965,59.9894,2018,0,
242,24.6148,0.0,-1.19281,0.0,-0.004063,0.080771,0.132703,0.067919,-0.036707,59.6304,2018,0,
243,24.6189,0.0,-0.424605,0.0,-0.003903,0.159003,0.249815,0.135749,-0.027911,59.2852,2018,0,
244,24.6227,0.0,-0.549604,0.0,-0.003908,0.080227,0.105403,0.067525,-0.274404,59.6044,2018,0,
245,24.6264,0.0,-1.23851,0.0,-0.004119,0.077123,0.198887,0.06473,-0.022831,60.0648,2018,0,
246,24.6303,0.0,-0.946128,0.0,-0.004633,0.153701,0.251203,0.130792,-0.058518,59.2281,2018,0,
247,24.6339,0.0,-0.291982,0.0,-0.004015,-0.078468,0.289588,-0.069963,-0.026664,61.6171,2018,0,
248,24.6372,0.0,-0.415204,0.0,-0.003813,0.251347,0.25965,0.215767,-0.014739,59.7162,2018,0,
249,24.6414,0.0,-0.408108,0.0,-0.004358,0.078177,0.29585,0.065524,-0.209682,59.8637,2018,0,
250,24.6451,0.0,-0.274759,0.0,-0.004135,0.159219,0.174994,0.13582,-0.035613,59.3002,2018,0,
251,24.6494,0.0,0.03178,0.0,-0.004039,0.086617,0.183159,0.072993,-0.032875,61.6091,2018,0,
252,24.6522,0.0,-0.857268,0.0,-0.003745,0.154805,0.190889,0.132193,-0.072223,59.4124,2018,0,
253,24.6565,0.0,-0.513572,0.0,-0.004479,0.149724,0.228054,0.127426,-0.023673,59.0568,2018,0,
254,24.661,0.0,-0.076911,0.0,-0.004254,0.121622,0.218647,0.103201,-0.031487,59.252,2018,0,
255,24.6643,0.0,-0.794774,0.0,-0.004097,0.201216,0.210066,0.17221,-0.054306,59.7783,2018,0,
256,24.6675,0.0,-0.979636,0.0,-0.003895,0.174219,0.175941,0.148931,-0.038025,60.126,2018,0,
257,24.6719,0.0,-0.581648,0.0,-0.004335,0.048315,0.227258,0.039675,-0.014504,59.827,2018,0,
258,24.6758,0.0,-0.286245,0.0,-0.00432,0.120809,0.194942,0.102464,-0.043262,59.6018,2018,0,
259,24.6797,0.0,-0.029426,0.0,-0.004114,-0.037453,0.244315,-0.034492,-0.014239,61.6205,2018,0,
260,24.6832,0.0,-0.437499,0.0,-0.00381,0.143329,0.231617,0.122222,-0.054544,60.7919,2018,0,
261,24.6871,0.0,-0.162201,0.0,-0.004256,-0.152452,0.203004,-0.134156,-0.030646,60.0528,2018,0,
262,24.6913,0.0,-0.596985,0.0,-0.004305,0.039807,0.242289,0.032321,-0.027217,60.0454,2018,0,
263,24.695,0.0,-0.563261,0.0,-0.004039,0.188078,0.203106,0.160861,-0.050036,61.2829,2018,0,
264,24.6987,0.0,-1.05809,0.0,-0.004686,0.12731,0.290864,0.107911,-0.025693,61.9425,2018,0,
265,24.7021,0.0,0.004736,0.0,-0.004222,0.103877,0.308182,0.087849,-0.021276,59.5904,2018,0,
266,24.7071,0.0,0.384407,0.0,-0.004049,0.152607,0.158508,0.130137,-0.111247,59.8785,2018,0,
267,24.7106,0.0,-1.75574,0.0,-0.004467,-0.210492,0.228959,-0.184525,-0.106707,60.4562,2018,0,
268,24.7141,0.0,0.39357,0.0,-0.003789,-0.056348,0.22041,-0.050693,-0.119672,60.351,2018,0,
269,24.7179,0.0,-0.353872,0.0,-0.003817,0.064948,0.181143,0.054338,-0.027731,59.4476,2018,0,
270,24.7216,0.0,-0.599278,0.0,-0.00435,0.277326,0.278713,0.237996,-0.033436,59.0495,2018,0,
271,24.7251,0.0,-1.10292,0.0,-0.004243,-0.013108,0.198476,-0.013473,-0.02563,59.5882,2018,0,
272,24.7293,0.0,-0.520366,0.0,-0.00403,0.235367,0.235423,0.201819,-0.090347,60.403,2018,0,
273,24.733,0.0,-1.09112,0.0,-0.004259,-0.117301,0.227375,-0.103715,-0.052161,60.614,2018,0,
274,24.737,0.0,-0.773971,0.0,-0.004405,0.211156,0.227292,0.180664,-0.031615,59.4003,2018,0,
275,24.7407,0.0,-0.063969,0.0,-0.004289,0.240103,0.240151,0.205791,-0.03276,59.6348,2018,0,
276,24.7445,0.0,-0.922653,0.0,-0.004005,0.288152,0.318842,0.247544,-0.028539,59.2326,2018,0,
277,24.7486,0.0,0.710752,0.0,-0.004042,0.138303,0.152143,0.117753,-0.021282,60.74,2018,0,
278,24.7525,0.0,-1.05707,0.0,-0.004402,0.260575,0.273526,0.223463,-0.057376,59.5411,2018,0,
279,24.7559,0.0,-0.51599,0.0,-0.004093,0.056557,0.258206,0.046933,-0.042531,60.3299,2018,0,
280,24.7597,0.0,-1.11101,0.0,-0.00397,0.044792,0.132446,0.036806,-0.025399,59.5148,2018,0,
281,24.7643,0.0,-0.514015,0.0,-0.004062,0.185965,0.198646,0.159019,-0.077192,59.275,2018,0,
282,24.7676,0.0,-1.03379,0.0,-0.00457,0.21782,0.227954,0.186353,-0.031068,59.6062,2018,0,
283,24.7715,0.0,1.22688,0.0,-0.004247,-0.104859,0.297978,-0.092934,-0.021659,59.3043,2018,0,
284,24.7756,0.0,-1.59054,0.0,-0.00466,-0.016676,0.22889,-0.016772,-0.071531,59.795,2018,0,
285,24.7789,0.0,-1.20512,0.0,-0.004414,-0.015846,0.223155,-0.01593,-0.024993,60.0091,2018,0,
286,24.7831,0.0,0.082973,0.0,-0.004584,0.262234,0.286294,0.224809,-0.019903,61.0853,2018,0,
287,24.7861,0.0,-0.2991,0.0,-0.004503,-0.007333,0.081585,-0.008602,-0.051105,61.3964,2018,0,
288,24.7899,0.0,-0.219846,0.0,-0.004098,0.321157,0.321185,0.276081,-0.022881,59.3358,2018,0,
289,24.7946,0.0,-0.667837,0.0,-0.00492,0.095998,0.132119,0.080677,-0.062102,59.7645,2018,0,
290,24.7984,0.0,-0.41253,0.0,-0.004302,0.025267,0.199003,0.019731,-0.037098,60.1267,2018,0,
291,24.8017,0.0,-1.1895,0.0,-0.004317,0.078946,0.152914,0.066211,-0.052144,60.4911,2018,0,
292,24.8048,0.0,-0.28913,0.0,-0.00422,-0.062856,0.241987,-0.056544,-0.015498,59.404,2018,0,
293,24.8098,0.0,-0.918445,0.0,-0.00446,0.240913,0.26712,0.206407,-0.018331,61.4065,2018,0,
294,24.8137,0.0,-0.727885,0.0,-0.004533,-0.093902,0.160296,-0.083588,-0.072488,60.3539,2018,0,
295,24.8171,0.0,-0.167237,0.0,-0.004111,0.020936,0.124918,0.016075,-0.057724,59.7568,2018,0,
296,24.8217,0.0,-1.38595,0.0,-0.005008,0.172612,0.1973,0.146983,-0.032233,59.4741,2018,0,
297,24.8248,0.0,-0.090212,0.0,-0.004626,0.128778,0.147552,0.109212,-0.031517,58.8883,2018,0,
298,24.8288,0.0,-0.352835,0.0,-0.004685,0.12402,0.241534,0.105062,-0.028289,60.3542,2018,0,
299,24.8325,0.0,-0.330671,0.0,-0.004536,0.19468,0.22057,0.16633,-0.030559,60.4522,2018,0,
300,24.836,0.0,-0.808023,0.0,-0.004817,0.192951,0.206485,0.164692,-0.0236,59.902,2018,0,
301,24.8404,0.0,-1.7473,0.0,-0.004284,-0.170047,0.184179,-0.149408,-0.024242,60.2925,2018,0,
302,24.844,0.0,0.348251,0.0,-0.004147,0.119492,0.279116,0.10141,-0.010808,58.7625,2018,0,
303,24.848,0.0,-1.41383,0.0,-0.004313,0.012319,0.23354,0.008512,-0.06265,60.8447,2018,0,
304,24.8518,0.0,-0.97122,0.0,-0.004294,-0.12105,0.308301,-0.10698,-0.035238,59.6523,2018,0,
305,24.8549,0.0,-0.463613,0.0,-0.003829,-0.204105,0.245419,-0.178675,-0.01654,60.4889,2018,0,
306,24.8592,0.0,-0.931596,0.0,-0.004455,0.055187,0.266333,0.045566,-0.018763,60.5001,2018,0,
307,24.8637,0.0,0.329765,0.0,-0.00473,0.158074,0.253083,0.134531,-0.023877,59.5593,2018,0,
308,24.8672,0.0,0.772802,0.0,-0.004674,0.037741,0.171453,0.030348,-0.069304,60.85,2018,0,
309,24.8711,0.0,-0.922015,0.0,-0.00459,0.140835,0.159996,0.119672,-0.108042,60.6053,2018,0,
310,24.8747,0.0,-0.942087,0.0,-0.004604,0.036121,0.195995,0.02898,-0.023963,59.5512,2018,0,
311,24.8792,0.0,0.043603,0.0,-0.004989,0.05029,0.146334,0.041058,-0.257853,58.7491,2018,0,
312,24.8828,0.0,-0.33103,0.0,-0.004717,-0.048214,0.165021,-0.044113,-0.0648,60.2382,2018,0,
313,24.8862,0.0,-0.474944,0.0,-0.004917,-0.022921,0.058826,-0.022308,-0.173663,59.9445,2018,0,
314,24.8905,0.0,-0.991666,0.0,-0.004884,-0.00575,0.171352,-0.007422,-0.030378,59.5194,2018,0,
315,24.8947,0.0,-0.206902,0.0,-0.004535,0.267903,0.277838,0.229743,-0.042151,59.2881,2018,0,
316,24.8981,0.0,-0.007862,0.0,-0.004315,0.201938,0.227081,0.172726,-0.17548,60.5486,2018,0,
317,24.9022,0.0,-0.255387,0.0,-0.004676,-0.077355,0.241815,-0.06933,-0.018124,60.1147,2018,0,
318,24.9056,0.0,-1.65617,0.0,-0.00447,-0.035592,0.172585,-0.033059,-0.028801,60.097,2018,0,
319,24.9094,0.0,-0.659379,0.0,-0.004232,0.211502,0.242568,0.18105,-0.024356,61.4339,2018,0,
320,24.9132,0.0,0.399416,0.0,-0.004058,0.118251,0.239475,0.100379,-0.020753,60.0621,2018,0,
321,24.9166,0.0,-0.616606,0.0,-0.004411,0.184344,0.19799,0.157441,-0.039974,60.0363,2018,0,
322,24.9211,0.0,-0.185358,0.0,-0.004419,0.063556,0.160688,0.052832,-0.039574,59.0806,2018,0,
323,24.9254,0.0,-0.745123,0.0,-0.004607,0.015269,0.120607,0.01092,-0.076539,59.6265,2018,0,
324,24.9283,0.0,-0.153877,0.0,-0.004611,0.112513,0.182853,0.095134,-0.035136,60.0609,2018,0,
325,24.9328,0.0,-1.50597,0.0,-0.004469,0.077149,0.13544,0.064578,-0.054568,61.1771,2018,0,
326,24.9361,0.0,-0.731516,0.0,-0.004192,2.2e-05,0.200352,-0.002077,-0.040375,60.0481,2018,0,
327,24.9406,0.0,0.606562,0.0,-0.004588,0.037739,0.192427,0.030389,-0.174033,59.243,2018,0,
328,24.9445,0.0,-0.654513,0.0,-0.00492,-0.076512,0.185898,-0.068721,-0.087072,59.9787,2018,0,
329,24.948,0.0,-1.12778,0.0,-0.004755,0.021307,0.188346,0.016075,-0.045253,60.3806,2018,0,
330,24.9518,0.0,-0.86279,0.0,-0.004243,-0.003057,0.100349,-0.004768,-0.16647,59.3414,2018,0,
331,24.9558,0.0,-0.760228,0.0,-0.004023,0.040695,0.099972,0.033231,-0.090636,60.5392,2018,0,
332,24.9595,0.0,-0.418009,0.0,-0.004906,0.281797,0.296141,0.24159,-0.01817,60.4893,2018,0,
333,24.9633,0.0,0.162202,0.0,-0.004147,-0.133678,0.313664,-0.117842,-0.032194,59.4022,2018,0,
334,24.967,0.0,0.455671,0.0,-0.004288,0.064774,0.232797,0.053952,-0.020238,60.37,2018,0,
335,24.9704,0.0,-0.335734,0.0,-0.003948,0.145236,0.243713,0.123804,-0.024286,59.7188,2018,0,
336,24.9748,0.0,-0.930339,0.0,-0.004153,0.105779,0.314228,0.08953,-0.029569,59.3242,2018,0,
337,24.9795,0.0,-0.459998,0.0,-0.004997,0.074092,0.224178,0.061667,-0.034688,59.4052,2018,0,
338,24.9832,0.0,0.429524,0.0,-0.004484,0.037007,0.191048,0.029807,-0.027162,60.0382,2018,0,
339,24.9863,0.0,-0.76009,0.0,-0.004439,-0.139662,0.165987,-0.123171,-0.09965,59.5053,2018,0,
340,24.9906,0.0,0.215143,0.0,-0.004065,0.160625,0.19587,0.137073,-0.037567,59.6105,2018,0,
341,24.9945,0.0,-0.111602,0.0,-0.004883,0.036465,0.249602,0.029138,-0.023433,59.8732,2018,0,
342,24.9985,0.0,-1.06551,0.0,-0.004948,0.024609,0.180076,0.018838,-0.024756,59.4857,2018,0,
343,25.0025,0.0,-0.531771,0.0,-0.004765,0.144949,0.14516,0.123147,-0.060465,58.9927,2018,0,
344,25.0062,0.0,0.569949,0.0,-0.00467,-0.103853,0.113934,-0.092274,-0.038404,60.138,2018,0,
345,25.01,0.0,-0.970609,0.0,-0.004998,0.169964,0.189683,0.144694,-0.03213,60.1346,2018,0,
346,25.0138,0.0,0.229362,0.0,-0.004665,0.061536,0.255078,0.050959,-0.125299,60.7795,2018,0,
347,25.0177,0.0,-0.978842,0.0,-0.00452,0.09083,0.241968,0.076401,-0.044761,59.8191,2018,0,
348,25.0221,0.0,-0.564822,0.0,-0.004608,0.248552,0.258637,0.212948,-0.101426,59.4248,2018,0,
349,25.0256,0.0,-0.53477,0.0,-0.004329,-0.097547,0.281664,-0.086643,-0.019026,61.0558,2018,0,
350,25.0291,0.0,0.051314,0.0,-0.004225,0.148114,0.281148,0.126158,-0.014147,60.3757,2018,0,
351,25.0332,0.0,-0.843195,0.0,-0.004498,-0.094187,0.329746,-0.083817,-0.018331,59.3279,2018,0,
352,25.0378,0.0,-1.23756,0.0,-0.004452,-0.185893,0.252382,-0.163214,-0.028955,61.0331,2018,0,
353,25.0408,0.0,0.143023,0.0,-0.003938,-0.044716,0.263595,-0.040694,-0.012933,60.2663,2018,0,
354,25.0451,0.0,-0.200539,0.0,-0.004683,0.219441,0.232264,0.1877,-0.016618,59.8995,2018,0,
355,25.0488,0.0,-1.25057,0.0,-0.004452,0.006001,0.192957,0.002971,-0.040939,59.2063,2018,0,
356,25.0526,0.0,-1.01967,0.0,-0.005107,0.230572,0.257559,0.197128,-0.043547,60.2188,2018,0,
357,25.0565,0.0,-0.034588,0.0,-0.004928,-0.011985,0.201684,-0.012844,-0.052291,60.4084,2018,0,
358,25.0606,0.0,-0.775354,0.0,-0.004727,-0.012855,0.136633,-0.013496,-0.032491,60.9389,2018,0,
359,25.0643,0.0,-0.527428,0.0,-0.00426,-0.036682,0.068838,-0.033897,-0.085063,59.9743,2018,0,
360,25.0683,0.0,-0.816882,0.0,-0.004624,0.055109,0.140128,0.045413,-0.03219,58.9183,2018,0,
361,25.0723,0.0,0.188269,0.0,-0.004246,0.039746,0.212408,0.032298,-0.033962,60.5068,2018,0,
362,25.0764,0.0,-1.28388,0.0,-0.004801,0.085278,0.244424,0.071452,-0.025094,59.4174,2018,0,
363,25.0801,0.0,-1.12972,0.0,-0.004628,-0.214452,0.24443,-0.188035,-0.02695,59.9234,2018,0,
364,25.0836,0.0,-0.829899,0.0,-0.004307,0.100313,0.219535,0.08472,-0.060185,60.3715,2018,0,
365,25.0878,0.0,-0.190651,0.0,-0.00455,0.274106,0.297905,0.235108,-0.016496,60.5672,2018,0,
366,25.0915,0.0,-0.893999,0.0,-0.004521,0.096087,0.298783,0.080954,-0.016756,58.5612,2018,0,
367,25.096,0.0,-0.290865,0.0,-0.004808,0.032036,0.207993,0.025339,-0.246304,59.8932,2018,0,
368,25.0992,0.0,-1.34002,0.0,-0.004582,0.077905,0.127546,0.065177,-0.138048,60.4805,2018,0,
369,25.1034,0.0,-0.489071,0.0,-0.004692,0.132832,0.163249,0.11269,-0.056212,58.1016,2018,0,
370,25.1077,0.0,-2.13851,0.0,-0.005159,-0.153362,0.307369,-0.135395,-0.022272,60.144,2018,0,
371,25.1115,0.0,-0.773744,0.0,-0.004499,0.073024,0.320741,0.060991,-0.015584,59.8192,2018,0,
372,25.115,0.0,-1.16961,0.0,-0.004637,-0.183,0.183066,-0.160801,-0.026013,60.0256,2018,0,
373,25.1187,0.0,0.249735,0.0,-0.004505,-0.052856,0.197203,-0.048027,-0.02173,59.719,2018,0,
374,25.1229,0.0,0.008294,0.0,-0.005008,0.095305,0.193666,0.080032,-0.025678,59.4622,2018,0,
375,25.1267,0.0,-0.790956,0.0,-0.004854,-0.049899,0.092355,-0.045641,-0.045853,59.7466,2018,0,
376,25.1305,0.0,0.255369,0.0,-0.004612,-0.054614,0.18409,-0.049604,-0.040123,60.3837,2018,0,
377,25.134,0.0,-0.155346,0.0,-0.004288,0.065999,0.12756,0.055013,-0.095136,60.7832,2018,0,
378,25.1378,0.0,-0.385309,0.0,-0.004157,0.228049,0.247335,0.195418,0.047202,59.6793,2018,0,
379,25.1416,0.0,-0.212953,0.0,-0.004588,0.276808,0.283333,0.237429,-0.075045,59.1203,2018,0,
380,25.1464,0.0,-0.401431,0.0,-0.005183,0.017935,0.143096,0.012941,-0.02959,60.455,2018,0,
381,25.1492,0.0,-0.769454,0.0,-0.003966,0.037688,0.250694,0.030656,-0.178929,60.1499,2018,0,
382,25.1544,0.0,-1.40099,0.0,-0.005699,-0.220437,0.244868,-0.193753,-0.142271,59.9208,2018,0,
383,25.158,0.0,-0.387734,0.0,-0.004896,-0.061402,0.291905,-0.055624,-0.0164,60.646,2018,0,
384,25.1616,0.0,-0.937231,0.0,-0.005187,0.010887,0.134373,0.006835,-0.043842,59.8792,2018,0,
385,25.1657,0.0,-0.320384,0.0,-0.005078,-0.002428,0.206713,-0.004642,-0.174619,60.5058,2018,0,
386,25.1694,0.0,-1.24565,0.0,-0.004683,0.030652,0.206766,0.024204,-0.034123,59.7746,2018,0,
387,25.1731,0.0,-0.468067,0.0,-0.004759,-0.112347,0.304386,-0.099675,-0.017327,59.6538,2018,0,
388,25.1772,0.0,0.552573,0.0,-0.004602,0.113021,0.293646,0.095578,-0.052623,60.352,2018,0,
389,25.1809,0.0,-0.820256,0.0,-0.004943,0.03673,0.259726,0.029338,-0.027914,59.74,2018,0,
390,25.1846,0.0,0.092917,0.0,-0.004744,-0.165143,0.188582,-0.14539,-0.033722,60.4418,2018,0,
391,25.1882,0.0,-0.473928,0.0,-0.004148,0.137107,0.276992,0.116664,-0.017308,60.1847,2018,0,
392,25.1929,0.0,0.426167,0.0,-0.004028,0.083949,0.193509,0.070688,-0.059997,59.355,2018,0,
393,25.1964,0.0,-1.6343,0.0,-0.004693,-0.117429,0.208481,-0.104043,-0.032025,58.7718,2018,0,
394,25.2006,0.0,0.521791,0.0,-0.004547,0.2293,0.229365,0.196306,-0.031769,59.9035,2018,0,
395,25.2042,0.0,-0.92329,0.0,-0.004042,-0.018097,0.24804,-0.017694,-0.032723,60.1249,2018,0,
396,25.2082,0.0,0.266421,0.0,-0.004495,0.010654,0.186922,0.006979,-0.055143,59.1419,2018,0,
397,25.2124,0.0,-0.817532,0.0,-0.00464,0.030503,0.202979,0.024097,-0.064002,61.4479,2018,0,
398,25.2158,0.0,-1.16002,0.0,-0.004543,0.069892,0.304508,0.058257,-0.016941,59.3625,2018,0,
399,25.22,0.0,-0.93183,0.0,-0.004451,-0.249792,0.258646,-0.218552,-0.026554,59.5138,2018,0,
400,25.2239,0.0,-0.565252,0.0,-0.004677,-0.108017,0.284012,-0.095884,-0.018,59.656,2018,0,
401,25.2276,0.0,0.698079,0.0,-0.0046,0.076701,0.179616,0.064125,-0.071107,59.5448,2018,0,
402,25.2318,0.0,0.122022,0.0,-0.004903,0.215686,0.23358,0.184338,-0.025953,60.1014,2018,0,
403,25.2355,0.0,-1.18845,0.0,-0.004879,-0.040591,0.219573,-0.037592,-0.019515,59.9581,2018,0,
404,25.2394,0.0,-1.37744,0.0,-0.004557,-0.044703,0.167392,-0.040992,-0.046752,59.9291,2018,0,
405,25.2432,0.0,-0.663637,0.0,-0.004763,0.026285,0.101842,0.020382,-0.049635,60.4708,2018,0,
406,25.2469,0.0,-0.49579,0.0,-0.004723,0.012622,0.232746,0.008569,-0.048422,60.635,2018,0,
407,25.2511,0.0,-1.18821,0.0,-0.005177,0.132037,0.181326,0.111759,-0.087491,60.7072,2018,0,
408,25.255,0.0,-0.136707,0.0,-0.004707,0.02624,0.182095,0.020371,-0.15971,59.5917,2018,0,
409,25.2595,0.0,-0.003082,0.0,-0.004787,0.201692,0.211929,0.172277,-0.081874,60.5246,2018,0,
410,25.2633,0.0,-0.41959,0.0,-0.005294,0.113154,0.126329,0.095347,0.072877,59.7702,2018,0,
411,25.2671,0.0,-0.800061,0.0,-0.004812,-0.119329,0.205432,-0.105748,-0.017067,60.7294,2018,0,
